text,target,num_characters,num_words,num_sentance,transformed_text
"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",0,165,35,4,life strict teacher bcoz teacher teach lesson amp conduct exam life first conduct exam amp teach lesson happi morn
Dear good morning now only i am up,0,34,8,1,dear good morn
Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,0,109,28,2,get gandhipuram walk cross cut road right side lt gt street road turn first right
Dear we are going to our rubber place,0,37,8,1,dear go rubber place
"Sorry battery died, yeah I'm here",0,33,8,1,sorri batteri die yeah
Yes:)here tv is always available in work place..,0,48,12,1,ye tv alway avail work place
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,1,157,40,5,text meet someon sexi today u find date even flirt join 4 10p repli name age eg sam 25 18 recd thirtyeight penc
I have printed it oh. So  &lt;#&gt;  come upstairs,0,50,16,2,print oh lt gt come upstair
Or ill be a little closer like at the bus stop on the same street,0,65,15,1,ill littl closer like bu stop street
Where are you?when wil you reach here?,0,38,10,1,wil reach
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0,145,37,6,new theori argument win situat lose person dont argu ur friend kick amp say alway correct
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,1,145,27,1,u 447801259231 secret admir look 2 make contact r reveal think ur 09058094597
Tomarrow final hearing on my laptop case so i cant.,0,51,11,1,tomarrow final hear laptop case cant
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,0,45,7,1,pleassssssseeeee tel v avent done sportsx
"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",0,83,21,3,okay shine meant sign sound better
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,155,38,1,although told u dat baig face watch realli like e watch u gave co fr thanx 4 everyth dat u done today touch
U don't remember that old commercial?,0,37,8,1,u rememb old commerci
Too late. I said i have the website. I didn't i have or dont have the slippers,0,78,20,3,late said websit dont slipper
I asked you to call him now ok,0,30,8,1,ask call ok
Kallis wont bat in 2nd innings.,0,31,7,1,kalli wont bat 2nd inning
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,0,146,34,4,didnt work oh ok goodnight fix readi time wake dearli miss good night sleep
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,150,23,1,congratul ur award 500 cd voucher 125gift guarante free entri 2 100 wkli draw txt music 87066 tnc
Ranjith cal drpd Deeraj and deepak 5min hold,0,44,8,1,ranjith cal drpd deeraj deepak 5min hold
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,179,41,2,wen ur lovabl bcum angri wid u dnt take serious coz angri childish n true way show deep affect care n luv kettoda manda nice day da
What you doing?how are you?,0,27,8,1,
"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",0,179,40,2,up 3day also ship compani take 2wk way usp take week get lag may bribe nipost get stuff
"I'm back, lemme know when you're ready",0,38,11,1,back lem know readi
Don't necessarily expect it to be done before you get back though because I'm just now headin out,0,97,20,1,necessarili expect done get back though headin
Mmm so yummy babe ... Nice jolt to the suzy,0,43,10,1,mmm yummi babe nice jolt suzi
Where are you lover ? I need you ...,0,36,9,2,lover need
We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,1,154,31,5,tri contact repli offer video handset 750 anytim network min unlimit text camcord repli call 08000930705
I‘m parked next to a MINI!!!! When are you coming in today do you think?,0,72,22,2,park next mini come today think
Yup,0,3,1,1,yup
Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,0,85,22,3,anyway go shop co si done yet dun disturb u liao
MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,0,51,14,3,luton 0125698789 ring ur around h
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,1,121,25,1,hey realli horni want chat see nake text hot 69698 text charg 150pm unsubscrib text stop 69698
Why you Dint come with us.,0,26,7,1,dint come us
Same. Wana plan a trip sometme then,0,35,8,2,wana plan trip sometm
"Not sure yet, still trying to get a hold of him",0,47,12,1,sure yet still tri get hold
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,1,159,32,6,ur rington servic chang 25 free credit go choos content stop txt club stop 87070 club4 po box1146 mk45 2wt
The evo. I just had to download flash. Jealous?,0,47,12,3,evo download flash jealou
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,1,133,27,2,rington club get uk singl chart mobil week choos top qualiti rington messag free charg
"Come to mu, we're sorting out our narcotics situation",0,53,11,1,come mu sort narcot situat
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",0,147,32,2,night end anoth day morn come special way may smile like sunni ray leav worri blue blue bay
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1,155,30,4,hmv bonu special 500 pound genuin hmv voucher answer 4 easi question play send hmv 86688 info
"Usf I guess, might as well take 1 car",0,37,10,1,usf guess might well take 1 car
No objection. My bf not coming.,0,31,8,2,object bf come
Thanx...,0,8,2,1,thanx
Tell rob to mack his gf in the theater,0,38,9,1,tell rob mack gf theater
"Awesome, I'll see you in a bit",0,30,9,1,awesom see bit
Just sent it. So what type of food do you like?,0,47,13,2,sent type food like
All done? All handed in? Celebrations in full swing yet?,0,56,13,3,done hand celebr full swing yet
You got called a tool?,0,22,6,1,got call tool
"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",0,141,30,2,wen u miss someon person definit special u person special miss gdeve
Ok. I asked for money how far,0,29,8,2,ask money far
Okie...,0,7,2,1,oki
"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0,121,28,1,yeah think usual guy still pass last night get ahold anybodi let know throw
"K, I might come by tonight then if my class lets out early",0,58,14,1,k might come tonight class let earli
Ok..,0,4,2,1,ok
hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,0,148,36,2,hi babi im cruisin girl friend r u 2 give call hour home that alright fone fone love jenni xxx
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",0,160,45,1,life mean lot love life love peopl life world call friend call world ge
"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",0,152,26,1,dear shall mail street shall updat look edukkukaye raksha good one real sens
Hey you told your name to gautham ah?,0,37,9,1,hey told name gautham ah
Haf u found him? I feel so stupid da v cam was working.,0,55,15,2,haf u found feel stupid da v cam work
Oops. 4 got that bit.,0,21,7,2,oop 4 got bit
Are you this much buzy,0,22,5,1,much buzi
I accidentally deleted the message. Resend please.,0,50,9,2,accident delet messag resend pleas
T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,159,33,2,custom may claim free camera phone upgrad pay go sim card loyalti call 0845 021 end c appli
Unless it's a situation where YOU GO GURL would be more appropriate,0,67,13,1,unless situat go gurl would appropri
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,0,153,39,2,hurt teas make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
I cant pick the phone right now. Pls send a message,0,51,12,2,cant pick phone right pl send messag
Need a coffee run tomo?Can't believe it's that time of week already,0,67,16,1,need coffe run tomo ca believ time week alreadi
"Awesome, I remember the last time we got somebody high for the first time with diesel :V",0,88,19,1,awesom rememb last time got somebodi high first time diesel v
"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",0,157,36,3,shit realli shock scari cant imagin second def night u think somewher could crash night save taxi
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,0,90,23,2,oh way food fridg want go meal tonight
He is a womdarfull actor,0,24,5,1,womdarful actor
"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",1,146,34,6,sm ac blind date 4u rodds1 aberdeen unit kingdom check http sm blind date send hide
Yup... From what i remb... I think should be can book...,0,56,14,2,yup remb think book
Jos ask if u wana meet up?,0,26,8,1,jo ask u wana meet
Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,0,71,17,2,lol ye friendship hang thread caus u wo buy stuff
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1,138,30,1,themob check newest select content game tone gossip babe sport keep mobil fit funki text wap 82468
Where are the garage keys? They aren't on the bookshelf,0,55,12,2,garag key bookshelf
Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,0,156,27,2,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rpli mean enemi
"Think ur smart ? Win £200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",1,133,33,4,think ur smart win week weekli quiz text play 85222 cs winnersclub po box 84 m26 3uz
He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,0,119,27,1,say give call friend got money definit buy end week
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",0,142,41,3,hi way u 2day normal way real ur uniqu hope know u 4 rest mylif hope u find wot lost
You made my day. Do have a great day too.,0,41,12,2,made day great day
K.k:)advance happy pongal.,0,26,7,1,advanc happi pongal
"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",0,119,30,2,hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao
